tweet_day,tone,tone_count
2019-10-12,Neutral,11133
2019-10-12,Positive,6238
2019-10-12,Negative,1983
2019-10-13,Neutral,11387
2019-10-13,Positive,6297
2019-10-13,Negative,2153
2019-10-14,Neutral,13154
2019-10-14,Positive,7693
2019-10-14,Negative,2424
2019-10-15,Neutral,14410
2019-10-15,Positive,7648
2019-10-15,Negative,2572
2019-10-16,Neutral,15225
2019-10-16,Positive,8489
2019-10-16,Negative,3226
2019-10-17,Neutral,14354
2019-10-17,Positive,8068
2019-10-17,Negative,3191
2019-10-18,Neutral,13786
2019-10-18,Positive,8063
2019-10-18,Negative,3019
2019-10-19,Neutral,11547
2019-10-19,Positive,7062
2019-10-19,Negative,2505
2019-10-20,Neutral,11868
2019-10-20,Positive,6933
2019-10-20,Negative,2362
2019-10-21,Neutral,14212
2019-10-21,Positive,8039
2019-10-21,Negative,2930
2019-10-22,Neutral,14988
2019-10-22,Positive,8624
2019-10-22,Negative,2745
2019-10-23,Neutral,16448
2019-10-23,Positive,9519
2019-10-23,Negative,3510
2019-10-24,Neutral,14213
2019-10-24,Positive,8051
2019-10-24,Negative,2893
2019-10-25,Neutral,18021
2019-10-25,Positive,10555
2019-10-25,Negative,3649
2019-10-26,Neutral,13180
2019-10-26,Positive,7729
2019-10-26,Negative,2684
2019-10-27,Neutral,12040
2019-10-27,Positive,7592
2019-10-27,Negative,2061
2019-10-28,Neutral,13909
2019-10-28,Positive,8391
2019-10-28,Negative,2518
2019-10-29,Neutral,11826
2019-10-29,Positive,7238
2019-10-29,Negative,2152
2019-10-30,Neutral,11627
2019-10-30,Positive,7184
2019-10-30,Negative,2018
2019-10-31,Neutral,12209
2019-10-31,Positive,7890
2019-10-31,Negative,2133
2019-11-01,Neutral,10709
2019-11-01,Positive,6683
2019-11-01,Negative,1980
2019-11-02,Neutral,9352
2019-11-02,Positive,5527
2019-11-02,Negative,1660
2019-11-03,Neutral,10111
2019-11-03,Positive,5575
2019-11-03,Negative,1863
2019-11-04,Neutral,12155
2019-11-04,Positive,7582
2019-11-04,Negative,2492
2019-11-05,Neutral,11292
2019-11-05,Positive,7266
2019-11-05,Negative,2142
2019-11-06,Neutral,11342
2019-11-06,Positive,6410
2019-11-06,Negative,1951
2019-11-07,Neutral,11720
2019-11-07,Positive,6750
2019-11-07,Negative,2097
2019-11-08,Neutral,12384
2019-11-08,Positive,7073
2019-11-08,Negative,2312
2019-11-09,Neutral,9491
2019-11-09,Positive,5925
2019-11-09,Negative,1766
2019-11-10,Neutral,10532
2019-11-10,Positive,6136
2019-11-10,Negative,1801
2019-11-11,Neutral,12723
2019-11-11,Positive,7856
2019-11-11,Negative,2202
2019-11-12,Neutral,11854
2019-11-12,Positive,6741
2019-11-12,Negative,1913
2019-11-13,Neutral,11633
2019-11-13,Positive,6507
2019-11-13,Negative,2072
2019-11-14,Neutral,11670
2019-11-14,Positive,6618
2019-11-14,Negative,2002
2019-11-15,Neutral,10985
2019-11-15,Positive,6173
2019-11-15,Negative,2069
2019-11-16,Neutral,9492
2019-11-16,Positive,5279
2019-11-16,Negative,1869
2019-11-17,Neutral,9931
2019-11-17,Positive,5162
2019-11-17,Negative,1820
2019-11-18,Neutral,12621
2019-11-18,Positive,6200
2019-11-18,Negative,2265
2019-11-19,Neutral,11728
2019-11-19,Positive,7065
2019-11-19,Negative,2362
2019-11-20,Neutral,11872
2019-11-20,Positive,7235
2019-11-20,Negative,2231
2019-11-21,Neutral,13056
2019-11-21,Positive,8026
2019-11-21,Negative,2930
2019-11-22,Neutral,13663
2019-11-22,Positive,7437
2019-11-22,Negative,2806
2019-11-23,Neutral,10028
2019-11-23,Positive,5839
2019-11-23,Negative,1920
2019-11-24,Neutral,11194
2019-11-24,Positive,6794
2019-11-24,Negative,2334
2019-11-25,Neutral,13608
2019-11-25,Positive,7647
2019-11-25,Negative,2332
2019-11-26,Neutral,13730
2019-11-26,Positive,8326
2019-11-26,Negative,2253
2019-11-27,Neutral,12577
2019-11-27,Positive,7630
2019-11-27,Negative,2359
2019-11-28,Neutral,10804
2019-11-28,Positive,6346
2019-11-28,Negative,1759
2019-11-29,Neutral,10744
2019-11-29,Positive,5929
2019-11-29,Negative,1924
2019-11-30,Neutral,9184
2019-11-30,Positive,4919
2019-11-30,Negative,1621
2019-12-01,Neutral,9534
2019-12-01,Positive,5110
2019-12-01,Negative,1569
2019-12-02,Neutral,10997
2019-12-02,Positive,5905
2019-12-02,Negative,1898
2019-12-03,Neutral,11388
2019-12-03,Positive,6598
2019-12-03,Negative,1832
2019-12-04,Neutral,12965
2019-12-04,Positive,6612
2019-12-04,Negative,1898
2019-12-05,Neutral,12063
2019-12-05,Positive,5852
2019-12-05,Negative,1979
2019-12-06,Neutral,11390
2019-12-06,Positive,5663
2019-12-06,Negative,1975
2019-12-07,Neutral,10113
2019-12-07,Positive,4779
2019-12-07,Negative,1518
2019-12-08,Neutral,9849
2019-12-08,Positive,5161
2019-12-08,Negative,1486
2019-12-09,Neutral,11838
2019-12-09,Positive,6272
2019-12-09,Negative,1836
2019-12-10,Neutral,11735
2019-12-10,Positive,6365
2019-12-10,Negative,1974
2019-12-11,Neutral,11854
2019-12-11,Positive,6271
2019-12-11,Negative,1930
2019-12-12,Neutral,12386
2019-12-12,Positive,6462
2019-12-12,Negative,1991
2019-12-13,Neutral,10998
2019-12-13,Positive,5717
2019-12-13,Negative,1707
2019-12-14,Neutral,10386
2019-12-14,Positive,6472
2019-12-14,Negative,1852
2019-12-15,Neutral,9513
2019-12-15,Positive,5351
2019-12-15,Negative,1717
2019-12-16,Neutral,13342
2019-12-16,Positive,6966
2019-12-16,Negative,2058
2019-12-17,Neutral,14007
2019-12-17,Positive,6931
2019-12-17,Negative,2439
2019-12-18,Neutral,12922
2019-12-18,Positive,6761
2019-12-18,Negative,2204
2019-12-19,Neutral,13928
2019-12-19,Positive,7335
2019-12-19,Negative,1850
2019-12-20,Neutral,12575
2019-12-20,Positive,5828
2019-12-20,Negative,1739
2019-12-21,Neutral,10262
2019-12-21,Positive,4906
2019-12-21,Negative,1436
2019-12-22,Neutral,10645
2019-12-22,Positive,5607
2019-12-22,Negative,1663
2019-12-23,Neutral,12618
2019-12-23,Positive,6504
2019-12-23,Negative,2027
2019-12-24,Neutral,10469
2019-12-24,Positive,5460
2019-12-24,Negative,1708
2019-12-25,Neutral,10051
2019-12-25,Positive,4589
2019-12-25,Negative,1537
2019-12-26,Neutral,10598
2019-12-26,Positive,4900
2019-12-26,Negative,1628
2019-12-27,Neutral,10738
2019-12-27,Positive,5338
2019-12-27,Negative,1539
2019-12-28,Neutral,9629
2019-12-28,Positive,5074
2019-12-28,Negative,1475
2019-12-29,Neutral,9201
2019-12-29,Positive,5111
2019-12-29,Negative,1496
2019-12-30,Neutral,9211
2019-12-30,Positive,5628
2019-12-30,Negative,1715
2019-12-31,Neutral,8995
2019-12-31,Positive,5846
2019-12-31,Negative,1711
2020-01-01,Neutral,8515
2020-01-01,Positive,5124
2020-01-01,Negative,1508
2020-01-02,Neutral,9917
2020-01-02,Positive,6231
2020-01-02,Negative,2007
2020-01-03,Neutral,10709
2020-01-03,Positive,7741
2020-01-03,Negative,1864
2020-01-04,Neutral,9020
2020-01-04,Positive,6043
2020-01-04,Negative,1767
2020-01-05,Neutral,9062
2020-01-05,Positive,6131
2020-01-05,Negative,1768
2020-01-06,Neutral,10819
2020-01-06,Positive,6857
2020-01-06,Negative,1822
2020-01-07,Neutral,12766
2020-01-07,Positive,7368
2020-01-07,Negative,2064
2020-01-08,Neutral,11933
2020-01-08,Positive,7056
2020-01-08,Negative,1869
2020-01-09,Neutral,10886
2020-01-09,Positive,6583
2020-01-09,Negative,1799
2020-01-10,Neutral,11223
2020-01-10,Positive,6895
2020-01-10,Negative,1871
2020-01-11,Neutral,9349
2020-01-11,Positive,6007
2020-01-11,Negative,1691
2020-01-12,Neutral,9656
2020-01-12,Positive,5543
2020-01-12,Negative,1487
2020-01-13,Neutral,12360
2020-01-13,Positive,7184
2020-01-13,Negative,2003
2020-01-14,Neutral,13990
2020-01-14,Positive,8752
2020-01-14,Negative,2479
2020-01-15,Neutral,11813
2020-01-15,Positive,7329
2020-01-15,Negative,2168
2020-01-16,Neutral,11991
2020-01-16,Positive,7061
2020-01-16,Negative,1907
2020-01-17,Neutral,11084
2020-01-17,Positive,6687
2020-01-17,Negative,1865
2020-01-18,Neutral,11122
2020-01-18,Positive,6293
2020-01-18,Negative,1873
2020-01-19,Neutral,11030
2020-01-19,Positive,7479
2020-01-19,Negative,2646
2020-01-20,Neutral,11943
2020-01-20,Positive,7245
2020-01-20,Negative,2272
2020-01-21,Neutral,12412
2020-01-21,Positive,6905
2020-01-21,Negative,2068
2020-01-22,Neutral,11335
2020-01-22,Positive,6629
2020-01-22,Negative,2181
2020-01-23,Neutral,11927
2020-01-23,Positive,7206
2020-01-23,Negative,2263
2020-01-24,Neutral,10724
2020-01-24,Positive,6742
2020-01-24,Negative,1788
2020-01-25,Neutral,8699
2020-01-25,Positive,6015
2020-01-25,Negative,1715
2020-01-26,Neutral,9509
2020-01-26,Positive,5654
2020-01-26,Negative,1593
2020-01-27,Neutral,12629
2020-01-27,Positive,7736
2020-01-27,Negative,2457
2020-01-28,Neutral,12940
2020-01-28,Positive,8641
2020-01-28,Negative,2230
2020-01-29,Neutral,12058
2020-01-29,Positive,7843
2020-01-29,Negative,2246
2020-01-30,Neutral,11793
2020-01-30,Positive,6949
2020-01-30,Negative,2166
2020-01-31,Neutral,11150
2020-01-31,Positive,7200
2020-01-31,Negative,2062
2020-02-01,Neutral,15432
2020-02-01,Positive,6532
2020-02-01,Negative,1846
2020-02-02,Neutral,25397
2020-02-02,Positive,8677
2020-02-02,Negative,2312
2020-02-03,Neutral,14771
2020-02-03,Positive,7816
2020-02-03,Negative,2405
2020-02-04,Neutral,14643
2020-02-04,Positive,7854
2020-02-04,Negative,2225
2020-02-05,Neutral,17903
2020-02-05,Positive,9440
2020-02-05,Negative,2506
2020-02-06,Neutral,14074
2020-02-06,Positive,8426
2020-02-06,Negative,2177
2020-02-07,Neutral,12020
2020-02-07,Positive,6856
2020-02-07,Negative,1926
2020-02-08,Neutral,13986
2020-02-08,Positive,7336
2020-02-08,Negative,2192
2020-02-09,Neutral,13620
2020-02-09,Positive,7653
2020-02-09,Negative,2422
2020-02-10,Neutral,12658
2020-02-10,Positive,7669
2020-02-10,Negative,2358
2020-02-11,Neutral,14427
2020-02-11,Positive,8820
2020-02-11,Negative,2447
2020-02-12,Neutral,13249
2020-02-12,Positive,8210
2020-02-12,Negative,2573
2020-02-13,Neutral,13348
2020-02-13,Positive,8361
2020-02-13,Negative,2602
2020-02-14,Neutral,12637
2020-02-14,Positive,7848
2020-02-14,Negative,2212
2020-02-15,Neutral,11452
2020-02-15,Positive,6506
2020-02-15,Negative,2151
2020-02-16,Neutral,12370
2020-02-16,Positive,6775
2020-02-16,Negative,2213
2020-02-17,Neutral,12732
2020-02-17,Positive,7867
2020-02-17,Negative,2740
2020-02-18,Neutral,13145
2020-02-18,Positive,8878
2020-02-18,Negative,2532
2020-02-19,Neutral,13843
2020-02-19,Positive,9211
2020-02-19,Negative,2743
2020-02-20,Neutral,12730
2020-02-20,Positive,7884
2020-02-20,Negative,2368
2020-02-21,Neutral,11890
2020-02-21,Positive,7644
2020-02-21,Negative,2325
2020-02-22,Neutral,10308
2020-02-22,Positive,6486
2020-02-22,Negative,1989
2020-02-23,Neutral,10737
2020-02-23,Positive,6767
2020-02-23,Negative,2288
2020-02-24,Neutral,13538
2020-02-24,Positive,8167
2020-02-24,Negative,3042
2020-02-25,Neutral,13296
2020-02-25,Positive,8234
2020-02-25,Negative,2900
2020-02-26,Neutral,14112
2020-02-26,Positive,8560
2020-02-26,Negative,3062
2020-02-27,Neutral,12684
2020-02-27,Positive,7425
2020-02-27,Negative,2729
2020-02-28,Neutral,13149
2020-02-28,Positive,7965
2020-02-28,Negative,2553
2020-02-29,Neutral,9720
2020-02-29,Positive,5734
2020-02-29,Negative,1866
2020-03-01,Neutral,10443
2020-03-01,Positive,6005
2020-03-01,Negative,2152
2020-03-02,Neutral,13140
2020-03-02,Positive,7517
2020-03-02,Negative,2379
2020-03-03,Neutral,13735
2020-03-03,Positive,8153
2020-03-03,Negative,2554
2020-03-04,Neutral,13411
2020-03-04,Positive,8365
2020-03-04,Negative,2635
2020-03-05,Neutral,13349
2020-03-05,Positive,8184
2020-03-05,Negative,2288
2020-03-06,Neutral,11772
2020-03-06,Positive,6724
2020-03-06,Negative,1885
2020-03-07,Neutral,9911
2020-03-07,Positive,5618
2020-03-07,Negative,2070
2020-03-08,Neutral,11696
2020-03-08,Positive,7313
2020-03-08,Negative,2944
2020-03-09,Neutral,15549
2020-03-09,Positive,9716
2020-03-09,Negative,3707
2020-03-10,Neutral,12906
2020-03-10,Positive,7221
2020-03-10,Negative,2504
2020-03-11,Neutral,13782
2020-03-11,Positive,7914
2020-03-11,Negative,2653
2020-03-12,Neutral,29003
2020-03-12,Positive,15858
2020-03-12,Negative,7689
2020-03-13,Neutral,18548
2020-03-13,Positive,11203
2020-03-13,Negative,4271
2020-03-14,Neutral,12986
2020-03-14,Positive,7627
2020-03-14,Negative,2718
2020-03-15,Neutral,13782
2020-03-15,Positive,7709
2020-03-15,Negative,3008
2020-03-16,Neutral,16612
2020-03-16,Positive,8977
2020-03-16,Negative,3538
2020-03-17,Neutral,14883
2020-03-17,Positive,8234
2020-03-17,Negative,2820
2020-03-18,Neutral,15208
2020-03-18,Positive,8093
2020-03-18,Negative,2990
2020-03-19,Neutral,15985
2020-03-19,Positive,8661
2020-03-19,Negative,3022
2020-03-20,Neutral,15352
2020-03-20,Positive,8210
2020-03-20,Negative,2766
2020-03-21,Neutral,12181
2020-03-21,Positive,6377
2020-03-21,Negative,2158
2020-03-22,Neutral,12177
2020-03-22,Positive,6780
2020-03-22,Negative,2480
2020-03-23,Neutral,15626
2020-03-23,Positive,8238
2020-03-23,Negative,3020
2020-03-24,Neutral,15101
2020-03-24,Positive,8140
2020-03-24,Negative,2719
2020-03-25,Neutral,14209
2020-03-25,Positive,7712
2020-03-25,Negative,2527
2020-03-26,Neutral,13992
2020-03-26,Positive,7625
2020-03-26,Negative,2585
2020-03-27,Neutral,13057
2020-03-27,Positive,7118
2020-03-27,Negative,2574
2020-03-28,Neutral,11571
2020-03-28,Positive,6205
2020-03-28,Negative,2199
2020-03-29,Neutral,12314
2020-03-29,Positive,6824
2020-03-29,Negative,2334
2020-03-30,Neutral,13003
2020-03-30,Positive,7335
2020-03-30,Negative,2524
2020-03-31,Neutral,12490
2020-03-31,Positive,7406
2020-03-31,Negative,2421
2020-04-01,Neutral,14246
2020-04-01,Positive,7594
2020-04-01,Negative,2403
2020-04-02,Neutral,14687
2020-04-02,Positive,8084
2020-04-02,Negative,2769
2020-04-03,Neutral,13811
2020-04-03,Positive,8402
2020-04-03,Negative,2533
2020-04-04,Neutral,11299
2020-04-04,Positive,6803
2020-04-04,Negative,2086
2020-04-05,Neutral,12640
2020-04-05,Positive,7100
2020-04-05,Negative,2360
2020-04-06,Neutral,14736
2020-04-06,Positive,8480
2020-04-06,Negative,2684
2020-04-07,Neutral,14405
2020-04-07,Positive,8242
2020-04-07,Negative,2760
2020-04-08,Neutral,14015
2020-04-08,Positive,7593
2020-04-08,Negative,2356
2020-04-09,Neutral,13828
2020-04-09,Positive,8306
2020-04-09,Negative,2554
2020-04-10,Neutral,13141
2020-04-10,Positive,7817
2020-04-10,Negative,2310
2020-04-11,Neutral,11302
2020-04-11,Positive,6751
2020-04-11,Negative,2025
2020-04-12,Neutral,13147
2020-04-12,Positive,7679
2020-04-12,Negative,2470
2020-04-13,Neutral,14499
2020-04-13,Positive,8675
2020-04-13,Negative,2740
2020-04-14,Neutral,17011
2020-04-14,Positive,9416
2020-04-14,Negative,2866
2020-04-15,Neutral,14682
2020-04-15,Positive,9007
2020-04-15,Negative,2726
2020-04-16,Neutral,15343
2020-04-16,Positive,8523
2020-04-16,Negative,2803
2020-04-17,Neutral,13543
2020-04-17,Positive,7887
2020-04-17,Negative,2291
2020-04-18,Neutral,12777
2020-04-18,Positive,7026
2020-04-18,Negative,2017
2020-04-19,Neutral,12716
2020-04-19,Positive,7105
2020-04-19,Negative,2122
2020-04-20,Neutral,15999
2020-04-20,Positive,9026
2020-04-20,Negative,3270
2020-04-21,Neutral,14843
2020-04-21,Positive,8517
2020-04-21,Negative,2943
2020-04-22,Neutral,14087
2020-04-22,Positive,8166
2020-04-22,Negative,2476
2020-04-23,Neutral,16041
2020-04-23,Positive,9202
2020-04-23,Negative,2422
2020-04-24,Neutral,13856
2020-04-24,Positive,8976
2020-04-24,Negative,2574
2020-04-25,Neutral,12787
2020-04-25,Positive,7471
2020-04-25,Negative,2294
2020-04-26,Neutral,13669
2020-04-26,Positive,7555
2020-04-26,Negative,2645
2020-04-27,Neutral,15314
2020-04-27,Positive,8872
2020-04-27,Negative,2662
2020-04-28,Neutral,16252
2020-04-28,Positive,9278
2020-04-28,Negative,2735
2020-04-29,Neutral,22722
2020-04-29,Positive,12722
2020-04-29,Negative,3994
2020-04-30,Neutral,18520
2020-04-30,Positive,10585
2020-04-30,Negative,3008
2020-05-01,Neutral,17203
2020-05-01,Positive,9704
2020-05-01,Negative,3075
2020-05-02,Neutral,14793
2020-05-02,Positive,8651
2020-05-02,Negative,2693
2020-05-03,Neutral,14153
2020-05-03,Positive,8351
2020-05-03,Negative,2571
2020-05-04,Neutral,16416
2020-05-04,Positive,11677
2020-05-04,Negative,2833
2020-05-05,Neutral,17100
2020-05-05,Positive,11370
2020-05-05,Negative,3399
2020-05-06,Neutral,20150
2020-05-06,Positive,11924
2020-05-06,Negative,3113
2020-05-07,Neutral,26812
2020-05-07,Positive,15143
2020-05-07,Negative,4219
2020-05-08,Neutral,21459
2020-05-08,Positive,12459
2020-05-08,Negative,3302
2020-05-09,Neutral,18298
2020-05-09,Positive,11225
2020-05-09,Negative,3516
2020-05-10,Neutral,17255
2020-05-10,Positive,10107
2020-05-10,Negative,3591
2020-05-11,Neutral,29819
2020-05-11,Positive,18022
2020-05-11,Negative,5066
2020-05-12,Neutral,19021
2020-05-12,Positive,10957
2020-05-12,Negative,3609
2020-05-13,Neutral,17618
2020-05-13,Positive,10266
2020-05-13,Negative,3507
2020-05-14,Neutral,18189
2020-05-14,Positive,10616
2020-05-14,Negative,3308
2020-05-15,Neutral,17773
2020-05-15,Positive,13082
2020-05-15,Negative,4039
2020-05-16,Neutral,16208
2020-05-16,Positive,11201
2020-05-16,Negative,3816
2020-05-17,Neutral,15286
2020-05-17,Positive,9744
2020-05-17,Negative,3191
2020-05-18,Neutral,17774
2020-05-18,Positive,10220
2020-05-18,Negative,3199
2020-05-19,Neutral,15490
2020-05-19,Positive,9693
2020-05-19,Negative,3012
2020-05-20,Neutral,16731
2020-05-20,Positive,10958
2020-05-20,Negative,3497
2020-05-21,Neutral,16024
2020-05-21,Positive,10506
2020-05-21,Negative,3183
2020-05-22,Neutral,16804
2020-05-22,Positive,11320
2020-05-22,Negative,2795
2020-05-23,Neutral,12431
2020-05-23,Positive,7440
2020-05-23,Negative,2451
2020-05-24,Neutral,13141
2020-05-24,Positive,7959
2020-05-24,Negative,2648
2020-05-25,Neutral,16646
2020-05-25,Positive,8999
2020-05-25,Negative,2786
2020-05-26,Neutral,14676
2020-05-26,Positive,8994
2020-05-26,Negative,2752
2020-05-27,Neutral,18523
2020-05-27,Positive,10422
2020-05-27,Negative,3172
2020-05-28,Neutral,17289
2020-05-28,Positive,9685
2020-05-28,Negative,2970
2020-05-29,Neutral,13860
2020-05-29,Positive,8442
2020-05-29,Negative,2630
2020-05-30,Neutral,12598
2020-05-30,Positive,7136
2020-05-30,Negative,2324
2020-05-31,Neutral,12256
2020-05-31,Positive,7079
2020-05-31,Negative,2269
2020-06-01,Neutral,17321
2020-06-01,Positive,9857
2020-06-01,Negative,3227
2020-06-02,Neutral,17866
2020-06-02,Positive,10078
2020-06-02,Negative,3521
2020-06-03,Neutral,14308
2020-06-03,Positive,9560
2020-06-03,Negative,3043
2020-06-04,Neutral,14654
2020-06-04,Positive,9881
2020-06-04,Negative,2729
2020-06-05,Neutral,14240
2020-06-05,Positive,8827
2020-06-05,Negative,2704
2020-06-06,Neutral,12266
2020-06-06,Positive,7436
2020-06-06,Negative,2529
2020-06-07,Neutral,12985
2020-06-07,Positive,8108
2020-06-07,Negative,2370
2020-06-08,Neutral,14843
2020-06-08,Positive,9229
2020-06-08,Negative,2808
2020-06-09,Neutral,15551
2020-06-09,Positive,9553
2020-06-09,Negative,2784
2020-06-10,Neutral,16768
2020-06-10,Positive,10213
2020-06-10,Negative,3284
2020-06-11,Neutral,16737
2020-06-11,Positive,9365
2020-06-11,Negative,3118
2020-06-12,Neutral,14805
2020-06-12,Positive,8651
2020-06-12,Negative,2659
2020-06-13,Neutral,12666
2020-06-13,Positive,7389
2020-06-13,Negative,2444
2020-06-14,Neutral,12505
2020-06-14,Positive,8376
2020-06-14,Negative,2491
2020-06-15,Neutral,14932
2020-06-15,Positive,8850
2020-06-15,Negative,2773
2020-06-16,Neutral,14153
2020-06-16,Positive,8578
2020-06-16,Negative,2497
2020-06-17,Neutral,13965
2020-06-17,Positive,8305
2020-06-17,Negative,2834
2020-06-18,Neutral,15263
2020-06-18,Positive,8545
2020-06-18,Negative,2731
2020-06-19,Neutral,13620
2020-06-19,Positive,8328
2020-06-19,Negative,2491
2020-06-20,Neutral,12343
2020-06-20,Positive,7526
2020-06-20,Negative,2234
2020-06-21,Neutral,11869
2020-06-21,Positive,7646
2020-06-21,Negative,2587
2020-06-22,Neutral,15672
2020-06-22,Positive,9577
2020-06-22,Negative,2838
2020-06-23,Neutral,14764
2020-06-23,Positive,9079
2020-06-23,Negative,2968
2020-06-24,Neutral,14703
2020-06-24,Positive,8569
2020-06-24,Negative,2827
2020-06-25,Neutral,14222
2020-06-25,Positive,8162
2020-06-25,Negative,2881
2020-06-26,Neutral,13605
2020-06-26,Positive,7825
2020-06-26,Negative,2529
2020-06-27,Neutral,12088
2020-06-27,Positive,7424
2020-06-27,Negative,2608
2020-06-28,Neutral,12202
2020-06-28,Positive,8528
2020-06-28,Negative,2371
2020-06-29,Neutral,14942
2020-06-29,Positive,9411
2020-06-29,Negative,3083
2020-06-30,Neutral,16183
2020-06-30,Positive,10692
2020-06-30,Negative,3173
2020-07-01,Neutral,15225
2020-07-01,Positive,10172
2020-07-01,Negative,3047
2020-07-02,Neutral,15881
2020-07-02,Positive,10187
2020-07-02,Negative,3063
2020-07-03,Neutral,13702
2020-07-03,Positive,9339
2020-07-03,Negative,2515
2020-07-04,Neutral,11425
2020-07-04,Positive,8027
2020-07-04,Negative,2204
2020-07-05,Neutral,12039
2020-07-05,Positive,8501
2020-07-05,Negative,2323
2020-07-06,Neutral,15747
2020-07-06,Positive,10572
2020-07-06,Negative,2751
2020-07-07,Neutral,14259
2020-07-07,Positive,9969
2020-07-07,Negative,2731
2020-07-08,Neutral,15284
2020-07-08,Positive,10127
2020-07-08,Negative,2824
2020-07-09,Neutral,15950
2020-07-09,Positive,11357
2020-07-09,Negative,2890
2020-07-10,Neutral,15552
2020-07-10,Positive,11388
2020-07-10,Negative,2959
2020-07-11,Neutral,12370
2020-07-11,Positive,8092
2020-07-11,Negative,2157
2020-07-12,Neutral,12336
2020-07-12,Positive,8005
2020-07-12,Negative,2091
2020-07-13,Neutral,13803
2020-07-13,Positive,9942
2020-07-13,Negative,2990
2020-07-14,Neutral,14581
2020-07-14,Positive,11391
2020-07-14,Negative,2779
2020-07-15,Neutral,49953
2020-07-15,Positive,33900
2020-07-15,Negative,12849
2020-07-16,Neutral,24625
2020-07-16,Positive,17300
2020-07-16,Negative,5988
2020-07-17,Neutral,15410
2020-07-17,Positive,11587
2020-07-17,Negative,3106
2020-07-18,Neutral,12561
2020-07-18,Positive,10255
2020-07-18,Negative,2600
2020-07-19,Neutral,12205
2020-07-19,Positive,9418
2020-07-19,Negative,2641
2020-07-20,Neutral,14559
2020-07-20,Positive,10004
2020-07-20,Negative,2761
2020-07-21,Neutral,15780
2020-07-21,Positive,10122
2020-07-21,Negative,2778
2020-07-22,Neutral,16148
2020-07-22,Positive,10809
2020-07-22,Negative,3065
2020-07-23,Neutral,16696
2020-07-23,Positive,10670
2020-07-23,Negative,3090
2020-07-24,Neutral,15438
2020-07-24,Positive,10982
2020-07-24,Negative,3129
2020-07-25,Neutral,13314
2020-07-25,Positive,9349
2020-07-25,Negative,2465
2020-07-26,Neutral,16943
2020-07-26,Positive,11031
2020-07-26,Negative,2892
2020-07-27,Neutral,26232
2020-07-27,Positive,16315
2020-07-27,Negative,4868
2020-07-28,Neutral,19097
2020-07-28,Positive,13061
2020-07-28,Negative,3412
2020-07-29,Neutral,17376
2020-07-29,Positive,11057
2020-07-29,Negative,3132
2020-07-30,Neutral,16601
2020-07-30,Positive,10624
2020-07-30,Negative,2626
2020-07-31,Neutral,18377
2020-07-31,Positive,11839
2020-07-31,Negative,3122
2020-08-01,Neutral,19490
2020-08-01,Positive,12756
2020-08-01,Negative,3470
2020-08-02,Neutral,15484
2020-08-02,Positive,10176
2020-08-02,Negative,2929
2020-08-03,Neutral,17005
2020-08-03,Positive,10641
2020-08-03,Negative,3185
2020-08-04,Neutral,17023
2020-08-04,Positive,11553
2020-08-04,Negative,2984
2020-08-05,Neutral,20379
2020-08-05,Positive,13135
2020-08-05,Negative,3351
2020-08-06,Neutral,20817
2020-08-06,Positive,13040
2020-08-06,Negative,3530
2020-08-07,Neutral,17360
2020-08-07,Positive,13527
2020-08-07,Negative,3047
2020-08-08,Neutral,14612
2020-08-08,Positive,11534
2020-08-08,Negative,2520
2020-08-09,Neutral,15784
2020-08-09,Positive,12837
2020-08-09,Negative,2938
2020-08-10,Neutral,17436
2020-08-10,Positive,13868
2020-08-10,Negative,3103
2020-08-11,Neutral,17763
2020-08-11,Positive,14648
2020-08-11,Negative,3326
2020-08-12,Neutral,16760
2020-08-12,Positive,12192
2020-08-12,Negative,2874
2020-08-13,Neutral,17156
2020-08-13,Positive,12234
2020-08-13,Negative,3048
2020-08-14,Neutral,16712
2020-08-14,Positive,12708
2020-08-14,Negative,2943
2020-08-15,Neutral,15447
2020-08-15,Positive,11590
2020-08-15,Negative,2880
2020-08-16,Neutral,14506
2020-08-16,Positive,12800
2020-08-16,Negative,2651
2020-08-17,Neutral,20201
2020-08-17,Positive,14770
2020-08-17,Negative,3727
2020-08-18,Neutral,18770
2020-08-18,Positive,13365
2020-08-18,Negative,3257
2020-08-19,Neutral,17169
2020-08-19,Positive,11674
2020-08-19,Negative,3057
2020-08-20,Neutral,16739
2020-08-20,Positive,12877
2020-08-20,Negative,2803
2020-08-21,Neutral,17129
2020-08-21,Positive,13592
2020-08-21,Negative,3388
2020-08-22,Neutral,13799
2020-08-22,Positive,11140
2020-08-22,Negative,2713
2020-08-23,Neutral,14126
2020-08-23,Positive,11663
2020-08-23,Negative,2505
2020-08-24,Neutral,17496
2020-08-24,Positive,12243
2020-08-24,Negative,2913
2020-08-25,Neutral,17087
2020-08-25,Positive,13072
2020-08-25,Negative,3009
2020-08-26,Neutral,15951
2020-08-26,Positive,11538
2020-08-26,Negative,2664
2020-08-27,Neutral,16907
2020-08-27,Positive,12443
2020-08-27,Negative,3383
2020-08-28,Neutral,17426
2020-08-28,Positive,12040
2020-08-28,Negative,2427
2020-08-29,Neutral,14234
2020-08-29,Positive,9984
2020-08-29,Negative,2101
2020-08-30,Neutral,13522
2020-08-30,Positive,9454
2020-08-30,Negative,2128
2020-08-31,Neutral,15884
2020-08-31,Positive,11163
2020-08-31,Negative,2659
