filename,count
andy_zipper_000_1_1.pst.142.xls,42
andy_zipper_000_1_1.pst.143.xls,4
andy_zipper_000_1_1.pst.144.xls,42
andy_zipper_000_1_1.pst.145.xls,0
andy_zipper_000_1_1.pst.146.xls,43
andy_zipper_000_1_1.pst.147.xls,0
andy_zipper_000_1_1.pst.148.xls,4
andy_zipper_000_1_1.pst.149.xls,0
andy_zipper_000_1_1.pst.150.xls,4
andy_zipper_000_1_1.pst.151.xls,2
andy_zipper_000_1_1.pst.152.xls,0
andy_zipper_000_1_1.pst.153.xls,0
andy_zipper_000_1_1.pst.154.xls,0
andy_zipper_000_1_1.pst.155.xls,0
andy_zipper_000_1_1.pst.156.xls,7
andy_zipper_000_1_1.pst.157.xls,0
andy_zipper_000_1_1.pst.158.xls,2
andy_zipper_000_1_1.pst.159.xls,3
andy_zipper_000_1_1.pst.16.xls,43
andy_zipper_000_1_1.pst.160.xls,3
andy_zipper_000_1_1.pst.161.xls,3
andy_zipper_000_1_1.pst.162.xls,3
andy_zipper_000_1_1.pst.163.xls,3
andy_zipper_000_1_1.pst.164.xls,3
andy_zipper_000_1_1.pst.165.xls,5
andy_zipper_000_1_1.pst.166.xls,6
andy_zipper_000_1_1.pst.167.xls,6
andy_zipper_000_1_1.pst.168.xls,6
andy_zipper_000_1_1.pst.169.xls,6
andy_zipper_000_1_1.pst.17.xls,3
andy_zipper_000_1_1.pst.170.xls,6
andy_zipper_000_1_1.pst.173.xls,0
andy_zipper_000_1_1.pst.174.xls,0
andy_zipper_000_1_1.pst.175.xls,2
andy_zipper_000_1_1.pst.176.xls,0
andy_zipper_000_1_1.pst.177.xls,0
andy_zipper_000_1_1.pst.178.xls,1
andy_zipper_000_1_1.pst.179.xls,4
andy_zipper_000_1_1.pst.18.xls,6
andy_zipper_000_1_1.pst.181.xls,2
andy_zipper_000_1_1.pst.185.xls,3
andy_zipper_000_1_1.pst.186.xls,3
andy_zipper_000_1_1.pst.187.xls,16
andy_zipper_000_1_1.pst.188.xls,6
andy_zipper_000_1_1.pst.189.xls,0
andy_zipper_000_1_1.pst.19.xls,4
andy_zipper_000_1_1.pst.190.xls,3
andy_zipper_000_1_1.pst.191.xls,0
andy_zipper_000_1_1.pst.192.xls,0
andy_zipper_000_1_1.pst.193.xls,0
andy_zipper_000_1_1.pst.194.xls,0
andy_zipper_000_1_1.pst.195.xls,0
andy_zipper_000_1_1.pst.196.xls,0
andy_zipper_000_1_1.pst.197.xls,0
andy_zipper_000_1_1.pst.198.xls,0
andy_zipper_000_1_1.pst.199.xls,0
andy_zipper_000_1_1.pst.20.xls,6
andy_zipper_000_1_1.pst.201.xls,0
andy_zipper_000_1_1.pst.202.xls,0
andy_zipper_000_1_1.pst.21.xls,43
andy_zipper_000_1_1.pst.217.xls,1
andy_zipper_000_1_1.pst.23.xls,6
andy_zipper_000_1_1.pst.24.xls,0
andy_zipper_000_1_1.pst.240.xls,0
andy_zipper_000_1_1.pst.241.xls,0
andy_zipper_000_1_1.pst.242.xls,0
andy_zipper_000_1_1.pst.243.xls,4
andy_zipper_000_1_1.pst.244.xls,0
andy_zipper_000_1_1.pst.245.xls,0
andy_zipper_000_1_1.pst.248.xls,0
andy_zipper_000_1_1.pst.249.xls,0
andy_zipper_000_1_1.pst.25.xls,4
andy_zipper_000_1_1.pst.250.xls,0
andy_zipper_000_1_1.pst.251.xls,0
andy_zipper_000_1_1.pst.252.xls,0
andy_zipper_000_1_1.pst.253.xls,0
andy_zipper_000_1_1.pst.26.xls,0
andy_zipper_000_1_1.pst.27.xls,6
andy_zipper_000_1_1.pst.28.xls,43
andy_zipper_000_1_1.pst.30.xls,2
andy_zipper_000_1_1.pst.31.xls,5
andy_zipper_000_1_1.pst.32.xls,8
andy_zipper_000_1_1.pst.33.xls,8
andy_zipper_000_1_1.pst.34.xls,8
andy_zipper_000_1_1.pst.35.xls,8
andy_zipper_000_1_1.pst.36.xls,8
andy_zipper_000_1_1.pst.37.xls,8
andy_zipper_000_1_1.pst.38.xls,8
andy_zipper_000_1_1.pst.39.xls,8
andy_zipper_000_1_1.pst.40.xls,5
andy_zipper_000_1_1.pst.41.xls,5
andy_zipper_000_1_1.pst.42.xls,5
andy_zipper_000_1_1.pst.43.xls,5
andy_zipper_000_1_1.pst.44.xls,5
andy_zipper_000_1_1.pst.45.xls,5
andy_zipper_000_1_1.pst.46.xls,5
andy_zipper_000_1_1.pst.47.xls,5
andy_zipper_000_1_1.pst.48.xls,5
andy_zipper_000_1_1.pst.50.xls,5
andy_zipper_000_1_1.pst.51.xls,7
andy_zipper_000_1_1.pst.52.xls,18
andy_zipper_000_1_1.pst.53.xls,18
andy_zipper_000_1_1.pst.54.xls,24
andy_zipper_000_1_1.pst.57.xls,2
andy_zipper_000_1_1.pst.58.xls,24
andy_zipper_000_1_1.pst.59.xls,24
andy_zipper_000_1_1.pst.60.xls,0
andy_zipper_000_1_1.pst.61.xls,2
andy_zipper_000_1_1.pst.62.xls,24
andy_zipper_000_1_1.pst.63.xls,24
andy_zipper_000_1_1.pst.64.xls,24
andy_zipper_000_1_1.pst.65.xls,25
andy_zipper_000_1_1.pst.66.xls,26
andy_zipper_000_1_1.pst.67.xls,26
andy_zipper_000_1_1.pst.68.xls,26
andy_zipper_000_1_1.pst.69.xls,26
andy_zipper_000_1_1.pst.70.xls,26
andy_zipper_000_1_1.pst.71.xls,26
andy_zipper_000_1_1.pst.72.xls,27
andy_zipper_000_1_1.pst.73.xls,26
andy_zipper_000_1_1.pst.74.xls,26
andy_zipper_000_1_1.pst.75.xls,26
andy_zipper_000_1_1.pst.76.xls,27
andy_zipper_000_1_1.pst.77.xls,27
andy_zipper_000_1_1.pst.78.xls,27
andy_zipper_000_1_1.pst.79.xls,27
andy_zipper_000_1_1.pst.80.xls,33
andy_zipper_000_1_1.pst.81.xls,32
andy_zipper_000_1_1.pst.82.xls,36
andy_zipper_000_1_1.pst.83.xls,43
andy_zipper_000_1_1.pst.84.xls,42
andy_zipper_000_1_1.pst.85.xls,42
andy_zipper_000_1_1.pst.86.xls,0
andy_zipper_000_1_1.pst.87.xls,42
andy_zipper_000_1_1.pst.88.xls,42
andy_zipper_000_1_1.pst.89.xls,5
andy_zipper_000_1_1.pst.91.xls,4
andy_zipper_000_1_1.pst.92.xls,42
andy_zipper_000_1_1.pst.93.xls,0
andy_zipper_000_1_1.pst.94.xls,5
andy_zipper_000_1_1.pst.95.xls,4
andy_zipper_000_1_1.pst.96.xls,0
andy_zipper_000_1_1.pst.97.xls,42
andy_zipper_000_1_1.pst.98.xls,2
andy_zipper_000_1_1.pst.99.xls,0
andy_zipper_001_1_1.pst.100.xls,0
andy_zipper_001_1_1.pst.101.xls,0
andy_zipper_001_1_1.pst.102.xls,0
andy_zipper_001_1_1.pst.108.xls,0
andy_zipper_001_1_1.pst.111.xls,0
andy_zipper_001_1_1.pst.114.xls,0
andy_zipper_001_1_1.pst.115.xls,0
andy_zipper_001_1_1.pst.116.xls,0
andy_zipper_001_1_1.pst.123.xls,0
andy_zipper_001_1_1.pst.126.xls,0
andy_zipper_001_1_1.pst.129.xls,0
andy_zipper_001_1_1.pst.130.xls,0
andy_zipper_001_1_1.pst.135.xls,0
andy_zipper_001_1_1.pst.138.xls,0
andy_zipper_001_1_1.pst.141.xls,0
andy_zipper_001_1_1.pst.143.xls,0
andy_zipper_001_1_1.pst.150.xls,0
andy_zipper_001_1_1.pst.153.xls,0
andy_zipper_001_1_1.pst.156.xls,0
andy_zipper_001_1_1.pst.159.xls,0
andy_zipper_001_1_1.pst.162.xls,0
andy_zipper_001_1_1.pst.165.xls,0
andy_zipper_001_1_1.pst.167.xls,0
andy_zipper_001_1_1.pst.172.xls,0
andy_zipper_001_1_1.pst.175.xls,0
andy_zipper_001_1_1.pst.178.xls,0
andy_zipper_001_1_1.pst.179.xls,0
andy_zipper_001_1_1.pst.180.xls,0
andy_zipper_001_1_1.pst.187.xls,0
andy_zipper_001_1_1.pst.190.xls,0
andy_zipper_001_1_1.pst.193.xls,0
andy_zipper_001_1_1.pst.196.xls,0
andy_zipper_001_1_1.pst.199.xls,0
andy_zipper_001_1_1.pst.200.xls,0
andy_zipper_001_1_1.pst.201.xls,0
andy_zipper_001_1_1.pst.208.xls,0
andy_zipper_001_1_1.pst.211.xls,4
andy_zipper_001_1_1.pst.214.xls,0
andy_zipper_001_1_1.pst.217.xls,0
andy_zipper_001_1_1.pst.220.xls,0
andy_zipper_001_1_1.pst.223.xls,0
andy_zipper_001_1_1.pst.224.xls,0
andy_zipper_001_1_1.pst.225.xls,0
andy_zipper_001_1_1.pst.232.xls,0
andy_zipper_001_1_1.pst.235.xls,0
andy_zipper_001_1_1.pst.238.xls,0
andy_zipper_001_1_1.pst.241.xls,0
andy_zipper_001_1_1.pst.244.xls,0
andy_zipper_001_1_1.pst.247.xls,0
andy_zipper_001_1_1.pst.248.xls,0
andy_zipper_001_1_1.pst.253.xls,0
andy_zipper_001_1_1.pst.256.xls,0
andy_zipper_001_1_1.pst.259.xls,0
andy_zipper_001_1_1.pst.260.xls,0
andy_zipper_001_1_1.pst.265.xls,0
andy_zipper_001_1_1.pst.268.xls,0
andy_zipper_001_1_1.pst.271.xls,0
andy_zipper_001_1_1.pst.274.xls,0
andy_zipper_001_1_1.pst.277.xls,0
andy_zipper_001_1_1.pst.280.xls,0
andy_zipper_001_1_1.pst.281.xls,0
andy_zipper_001_1_1.pst.282.xls,0
andy_zipper_001_1_1.pst.289.xls,0
andy_zipper_001_1_1.pst.292.xls,0
andy_zipper_001_1_1.pst.295.xls,0
andy_zipper_001_1_1.pst.296.xls,0
andy_zipper_001_1_1.pst.345.xls,0
andy_zipper_001_1_1.pst.346.xls,7
andy_zipper_001_1_1.pst.347.xls,0
andy_zipper_001_1_1.pst.348.xls,0
andy_zipper_001_1_1.pst.349.xls,0
andy_zipper_001_1_1.pst.350.xls,0
andy_zipper_001_1_1.pst.351.xls,0
andy_zipper_001_1_1.pst.352.xls,0
andy_zipper_001_1_1.pst.353.xls,0
andy_zipper_001_1_1.pst.354.xls,0
andy_zipper_001_1_1.pst.355.xls,0
andy_zipper_001_1_1.pst.356.xls,0
andy_zipper_001_1_1.pst.357.xls,0
andy_zipper_001_1_1.pst.358.xls,0
andy_zipper_001_1_1.pst.365.xls,2
andy_zipper_001_1_1.pst.366.xls,0
andy_zipper_001_1_1.pst.367.xls,0
andy_zipper_001_1_1.pst.368.xls,0
andy_zipper_001_1_1.pst.369.xls,0
andy_zipper_001_1_1.pst.370.xls,0
andy_zipper_001_1_1.pst.371.xls,0
andy_zipper_001_1_1.pst.372.xls,0
andy_zipper_001_1_1.pst.373.xls,0
andy_zipper_001_1_1.pst.374.xls,0
andy_zipper_001_1_1.pst.375.xls,0
andy_zipper_001_1_1.pst.376.xls,0
andy_zipper_001_1_1.pst.377.xls,0
andy_zipper_001_1_1.pst.378.xls,0
andy_zipper_001_1_1.pst.379.xls,4
andy_zipper_001_1_1.pst.380.xls,4
andy_zipper_001_1_1.pst.382.xls,0
andy_zipper_001_1_1.pst.383.xls,0
andy_zipper_001_1_1.pst.384.xls,0
andy_zipper_001_1_1.pst.385.xls,0
andy_zipper_001_1_1.pst.386.xls,0
andy_zipper_001_1_1.pst.387.xls,0
andy_zipper_001_1_1.pst.388.xls,0
andy_zipper_001_1_1.pst.389.xls,0
andy_zipper_001_1_1.pst.390.xls,0
andy_zipper_001_1_1.pst.391.xls,0
andy_zipper_001_1_1.pst.392.xls,0
andy_zipper_001_1_1.pst.393.xls,0
andy_zipper_001_1_1.pst.394.xls,0
andy_zipper_001_1_1.pst.395.xls,0
andy_zipper_001_1_1.pst.396.xls,0
andy_zipper_001_1_1.pst.397.xls,0
andy_zipper_001_1_1.pst.398.xls,0
andy_zipper_001_1_1.pst.399.xls,0
andy_zipper_001_1_1.pst.400.xls,0
andy_zipper_001_1_1.pst.401.xls,2
andy_zipper_001_1_1.pst.402.xls,0
andy_zipper_001_1_1.pst.403.xls,0
andy_zipper_001_1_1.pst.404.xls,0
andy_zipper_001_1_1.pst.405.xls,0
andy_zipper_001_1_1.pst.406.xls,0
andy_zipper_001_1_1.pst.407.xls,0
andy_zipper_001_1_1.pst.408.xls,0
andy_zipper_001_1_1.pst.409.xls,0
andy_zipper_001_1_1.pst.410.xls,0
andy_zipper_001_1_1.pst.411.xls,0
andy_zipper_001_1_1.pst.412.xls,0
andy_zipper_001_1_1.pst.413.xls,0
andy_zipper_001_1_1.pst.414.xls,0
andy_zipper_001_1_1.pst.415.xls,0
andy_zipper_001_1_1.pst.416.xls,0
andy_zipper_001_1_1.pst.417.xls,0
andy_zipper_001_1_1.pst.418.xls,0
andy_zipper_001_1_1.pst.419.xls,0
andy_zipper_001_1_1.pst.420.xls,0
andy_zipper_001_1_1.pst.421.xls,0
andy_zipper_001_1_1.pst.422.xls,0
andy_zipper_001_1_1.pst.423.xls,0
andy_zipper_001_1_1.pst.424.xls,0
andy_zipper_001_1_1.pst.425.xls,0
andy_zipper_001_1_1.pst.426.xls,0
andy_zipper_001_1_1.pst.427.xls,0
andy_zipper_001_1_1.pst.428.xls,0
andy_zipper_001_1_1.pst.429.xls,0
andy_zipper_001_1_1.pst.430.xls,0
andy_zipper_001_1_1.pst.431.xls,4
andy_zipper_001_1_1.pst.75.xls,0
andy_zipper_001_1_1.pst.78.xls,0
andy_zipper_001_1_1.pst.81.xls,0
andy_zipper_001_1_1.pst.84.xls,0
andy_zipper_001_1_1.pst.87.xls,0
andy_zipper_001_1_1.pst.90.xls,0
andy_zipper_001_1_1.pst.93.xls,0
andy_zipper_001_1_1.pst.96.xls,0
barry_tycholiz_000_1_1.pst.0.xls,1
barry_tycholiz_000_1_1.pst.10.xls,3
barry_tycholiz_000_1_1.pst.11.xls,0
barry_tycholiz_000_1_1.pst.12.xls,0
barry_tycholiz_000_1_1.pst.13.xls,7
barry_tycholiz_000_1_1.pst.14.xls,3
barry_tycholiz_000_1_1.pst.15.xls,0
barry_tycholiz_000_1_1.pst.16.xls,3
barry_tycholiz_000_1_1.pst.17.xls,5
barry_tycholiz_000_1_1.pst.18.xls,0
barry_tycholiz_000_1_1.pst.30.xls,1
barry_tycholiz_000_1_1.pst.31.xls,4
barry_tycholiz_000_1_1.pst.32.xls,5
barry_tycholiz_000_1_1.pst.33.xls,96
barry_tycholiz_000_1_1.pst.34.xls,97
barry_tycholiz_000_1_1.pst.35.xls,23
barry_tycholiz_000_1_1.pst.38.xls,0
barry_tycholiz_000_1_1.pst.39.xls,6
barry_tycholiz_000_1_1.pst.41.xls,10
barry_tycholiz_000_1_1.pst.42.xls,4
barry_tycholiz_000_1_1.pst.43.xls,86
barry_tycholiz_000_1_1.pst.44.xls,50
barry_tycholiz_000_1_1.pst.45.xls,17
barry_tycholiz_000_1_1.pst.56.xls,4
barry_tycholiz_000_1_1.pst.59.xls,11
barry_tycholiz_000_1_1.pst.62.xls,1
barry_tycholiz_000_1_1.pst.65.xls,11
barry_tycholiz_000_1_1.pst.66.xls,22
barry_tycholiz_000_1_1.pst.67.xls,2
barry_tycholiz_000_1_1.pst.68.xls,145
barry_tycholiz_000_1_1.pst.69.xls,0
barry_tycholiz_000_1_1.pst.70.xls,13
barry_tycholiz_000_1_1.pst.71.xls,11
barry_tycholiz_000_1_1.pst.72.xls,9
barry_tycholiz_000_1_1.pst.73.xls,0
barry_tycholiz_000_1_1.pst.74.xls,0
barry_tycholiz_000_1_1.pst.75.xls,3
barry_tycholiz_000_1_1.pst.76.xls,0
barry_tycholiz_000_1_1.pst.77.xls,20
barry_tycholiz_000_1_1.pst.78.xls,0
barry_tycholiz_000_1_1.pst.79.xls,0
barry_tycholiz_000_1_1.pst.80.xls,4
barry_tycholiz_000_1_1.pst.81.xls,0
benjamin_rogers_000_1_1.pst.0.xls,0
benjamin_rogers_000_1_1.pst.1.xls,0
benjamin_rogers_000_1_1.pst.10.xls,39
benjamin_rogers_000_1_1.pst.100.xls,39
benjamin_rogers_000_1_1.pst.101.xls,3
benjamin_rogers_000_1_1.pst.102.xls,2
benjamin_rogers_000_1_1.pst.103.xls,15
benjamin_rogers_000_1_1.pst.104.xls,77
benjamin_rogers_000_1_1.pst.105.xls,40
benjamin_rogers_000_1_1.pst.106.xls,9
benjamin_rogers_000_1_1.pst.109.xls,7
benjamin_rogers_000_1_1.pst.11.xls,40
benjamin_rogers_000_1_1.pst.110.xls,5
benjamin_rogers_000_1_1.pst.111.xls,0
benjamin_rogers_000_1_1.pst.112.xls,11
benjamin_rogers_000_1_1.pst.113.xls,762
benjamin_rogers_000_1_1.pst.114.xls,103
benjamin_rogers_000_1_1.pst.115.xls,0
benjamin_rogers_000_1_1.pst.116.xls,210
benjamin_rogers_000_1_1.pst.117.xls,23
benjamin_rogers_000_1_1.pst.118.xls,0
benjamin_rogers_000_1_1.pst.12.xls,5
benjamin_rogers_000_1_1.pst.121.xls,0
benjamin_rogers_000_1_1.pst.122.xls,39
benjamin_rogers_000_1_1.pst.123.xls,21
benjamin_rogers_000_1_1.pst.124.xls,1
benjamin_rogers_000_1_1.pst.125.xls,0
benjamin_rogers_000_1_1.pst.126.xls,1
benjamin_rogers_000_1_1.pst.127.xls,15
benjamin_rogers_000_1_1.pst.128.xls,15
benjamin_rogers_000_1_1.pst.129.xls,22
benjamin_rogers_000_1_1.pst.13.xls,14
benjamin_rogers_000_1_1.pst.130.xls,22
benjamin_rogers_000_1_1.pst.131.xls,9
benjamin_rogers_000_1_1.pst.132.xls,0
benjamin_rogers_000_1_1.pst.133.xls,0
benjamin_rogers_000_1_1.pst.135.xls,32
benjamin_rogers_000_1_1.pst.136.xls,0
benjamin_rogers_000_1_1.pst.137.xls,5
benjamin_rogers_000_1_1.pst.138.xls,8
benjamin_rogers_000_1_1.pst.139.xls,120
benjamin_rogers_000_1_1.pst.14.xls,7
benjamin_rogers_000_1_1.pst.140.xls,459
benjamin_rogers_000_1_1.pst.141.xls,7
benjamin_rogers_000_1_1.pst.142.xls,107
benjamin_rogers_000_1_1.pst.143.xls,96
benjamin_rogers_000_1_1.pst.144.xls,20
benjamin_rogers_000_1_1.pst.145.xls,20
benjamin_rogers_000_1_1.pst.146.xls,12
benjamin_rogers_000_1_1.pst.147.xls,79
benjamin_rogers_000_1_1.pst.148.xls,1
benjamin_rogers_000_1_1.pst.149.xls,1
benjamin_rogers_000_1_1.pst.15.xls,0
benjamin_rogers_000_1_1.pst.150.xls,0
benjamin_rogers_000_1_1.pst.151.xls,102
benjamin_rogers_000_1_1.pst.152.xls,102
benjamin_rogers_000_1_1.pst.153.xls,23
benjamin_rogers_000_1_1.pst.154.xls,96
benjamin_rogers_000_1_1.pst.155.xls,22
benjamin_rogers_000_1_1.pst.156.xls,5
benjamin_rogers_000_1_1.pst.157.xls,96
benjamin_rogers_000_1_1.pst.158.xls,8
benjamin_rogers_000_1_1.pst.159.xls,1
benjamin_rogers_000_1_1.pst.16.xls,5
benjamin_rogers_000_1_1.pst.160.xls,6
benjamin_rogers_000_1_1.pst.161.xls,25
benjamin_rogers_000_1_1.pst.162.xls,0
benjamin_rogers_000_1_1.pst.163.xls,25
benjamin_rogers_000_1_1.pst.164.xls,124
benjamin_rogers_000_1_1.pst.165.xls,26
benjamin_rogers_000_1_1.pst.166.xls,0
benjamin_rogers_000_1_1.pst.167.xls,12
benjamin_rogers_000_1_1.pst.168.xls,80
benjamin_rogers_000_1_1.pst.169.xls,553
benjamin_rogers_000_1_1.pst.17.xls,39
benjamin_rogers_000_1_1.pst.170.xls,97
benjamin_rogers_000_1_1.pst.171.xls,176
benjamin_rogers_000_1_1.pst.172.xls,76
benjamin_rogers_000_1_1.pst.173.xls,181
benjamin_rogers_000_1_1.pst.174.xls,77
benjamin_rogers_000_1_1.pst.175.xls,0
benjamin_rogers_000_1_1.pst.176.xls,77
benjamin_rogers_000_1_1.pst.177.xls,1
benjamin_rogers_000_1_1.pst.178.xls,1
benjamin_rogers_000_1_1.pst.179.xls,1
benjamin_rogers_000_1_1.pst.18.xls,40
benjamin_rogers_000_1_1.pst.180.xls,1
benjamin_rogers_000_1_1.pst.181.xls,1
benjamin_rogers_000_1_1.pst.182.xls,1
benjamin_rogers_000_1_1.pst.183.xls,1
benjamin_rogers_000_1_1.pst.184.xls,1
benjamin_rogers_000_1_1.pst.185.xls,1
benjamin_rogers_000_1_1.pst.186.xls,1
benjamin_rogers_000_1_1.pst.187.xls,1
benjamin_rogers_000_1_1.pst.188.xls,1
benjamin_rogers_000_1_1.pst.189.xls,1
benjamin_rogers_000_1_1.pst.19.xls,7
benjamin_rogers_000_1_1.pst.190.xls,284
benjamin_rogers_000_1_1.pst.191.xls,284
bill_rapp_000_1_1.pst.0.xls,6
bill_rapp_000_1_1.pst.1.xls,6
bill_rapp_000_1_1.pst.2.xls,3
bill_rapp_000_1_1.pst.3.xls,3
bill_williams_iii_000_1_1.pst.0.xls,0
bill_williams_iii_000_1_1.pst.1.xls,3
bill_williams_iii_000_1_1.pst.10.xls,1
bill_williams_iii_000_1_1.pst.11.xls,0
bill_williams_iii_000_1_1.pst.12.xls,3
bill_williams_iii_000_1_1.pst.13.xls,7
bill_williams_iii_000_1_1.pst.14.xls,7
bill_williams_iii_000_1_1.pst.15.xls,4
bill_williams_iii_000_1_1.pst.16.xls,4
bill_williams_iii_000_1_1.pst.17.xls,4
bill_williams_iii_000_1_1.pst.18.xls,4
bill_williams_iii_000_1_1.pst.19.xls,4
bill_williams_iii_000_1_1.pst.2.xls,0
bill_williams_iii_000_1_1.pst.20.xls,4
bill_williams_iii_000_1_1.pst.21.xls,5
bill_williams_iii_000_1_1.pst.22.xls,4
bill_williams_iii_000_1_1.pst.23.xls,5
bill_williams_iii_000_1_1.pst.24.xls,5
bill_williams_iii_000_1_1.pst.25.xls,5
bill_williams_iii_000_1_1.pst.26.xls,5
bill_williams_iii_000_1_1.pst.27.xls,6
bill_williams_iii_000_1_1.pst.28.xls,8
bill_williams_iii_000_1_1.pst.29.xls,8
bill_williams_iii_000_1_1.pst.3.xls,3
bill_williams_iii_000_1_1.pst.30.xls,8
bill_williams_iii_000_1_1.pst.31.xls,2
bill_williams_iii_000_1_1.pst.32.xls,4
bill_williams_iii_000_1_1.pst.33.xls,3
bill_williams_iii_000_1_1.pst.34.xls,3
bill_williams_iii_000_1_1.pst.35.xls,3
bill_williams_iii_000_1_1.pst.36.xls,3
bill_williams_iii_000_1_1.pst.37.xls,3
bill_williams_iii_000_1_1.pst.38.xls,3
bill_williams_iii_000_1_1.pst.39.xls,3
bill_williams_iii_000_1_1.pst.4.xls,3
bill_williams_iii_000_1_1.pst.40.xls,3
bill_williams_iii_000_1_1.pst.41.xls,3
bill_williams_iii_000_1_1.pst.42.xls,0
bill_williams_iii_000_1_1.pst.43.xls,4
bill_williams_iii_000_1_1.pst.44.xls,4
bill_williams_iii_000_1_1.pst.45.xls,3
bill_williams_iii_000_1_1.pst.46.xls,6
bill_williams_iii_000_1_1.pst.47.xls,2
bill_williams_iii_000_1_1.pst.48.xls,2
bill_williams_iii_000_1_1.pst.49.xls,0
bill_williams_iii_000_1_1.pst.5.xls,0
bill_williams_iii_000_1_1.pst.50.xls,0
bill_williams_iii_000_1_1.pst.51.xls,1
bill_williams_iii_000_1_1.pst.52.xls,0
bill_williams_iii_000_1_1.pst.53.xls,11
bill_williams_iii_000_1_1.pst.54.xls,49
bill_williams_iii_000_1_1.pst.55.xls,49
bill_williams_iii_000_1_1.pst.56.xls,8
bill_williams_iii_000_1_1.pst.57.xls,9
bill_williams_iii_000_1_1.pst.59.xls,1
bill_williams_iii_000_1_1.pst.6.xls,3
bill_williams_iii_000_1_1.pst.60.xls,66
bill_williams_iii_000_1_1.pst.61.xls,64
bill_williams_iii_000_1_1.pst.62.xls,64
bill_williams_iii_000_1_1.pst.63.xls,2
bill_williams_iii_000_1_1.pst.64.xls,3
bill_williams_iii_000_1_1.pst.65.xls,0
bill_williams_iii_000_1_1.pst.66.xls,2
bill_williams_iii_000_1_1.pst.67.xls,0
bill_williams_iii_000_1_1.pst.68.xls,40
bill_williams_iii_000_1_1.pst.69.xls,4
bill_williams_iii_000_1_1.pst.7.xls,0
bill_williams_iii_000_1_1.pst.70.xls,4
